timestamp,user_ip,file_count,data_volume_mb,device_id,total_files_on_usb,label,action_no
1712850075,1090146193.0,8,830.51,18,9558,1,0.5
1722074776,192168000000.0,5,804.89,21,36644,1,0.5
1724505085,933323366.0,4,521.1,47,45916,1,1.0
1721365626,19216816359.0,11,132.14,97,11103,1,0.0
1724664712,19216810024.0,5,258.74,70,28188,0,0.5
1703511903,11696186120.0,8,38830.08,46,46053,1,0.0
1703934850,24857248252.0,5,583.35,72,43306,1,0.5
1728975906,19216821010.0,10,645.73,41,19236,1,0.0
1706923034,19216815670.0,8,551.27,49,40451,1,0.0
1731371964,19216815543.0,10,340.06,38,46575,1,0.5
1723502175,192168000000.0,9,145.03,77,40228,1,0.0
1703262490,1921684287.0,4,279.27,12,27613,0,0.0
1724713237,192168000000.0,6,781.79,18,4333,1,0.0
1705349742,14213010326.0,5,101959.68,28,7436,1,0.0
1706849674,1921686245.0,5,81.46,58,29639,1,0.5
1701430180,192168000000.0,9,912.2,8,24451,1,0.0
1730886664,1921684062.0,7,525.53,95,40615,1,0.0
1703575911,19216814090.0,3,875.55,46,47382,1,0.0
1713632361,19216825277.0,4,37.23,86,19079,1,0.0
1713222716,192168000000.0,5,4.36,16,16118,1,0.0
1715409194,1921689332.0,4,86282.24,53,28034,1,0.5
1702981599,192168000000.0,10,426.64,7,42343,1,0.0
1715449158,1921684748.0,8,80977.92,74,8964,1,0.0
1722227586,19216841148.0,8,53985.28,63,11768,1,0.0
1712528852,22720054102.0,2,699.87,81,8274,1,0.0
1717293963,19216848228.0,5,682.61,89,14898,1,0.0
1708233037,164722583.0,8,836.06,93,30738,1,0.5
1709351225,192168000000.0,7,60446.72,20,6135,1,0.0
1724262000,19216814993.0,6,975.74,50,40723,0,0.0
1719188956,10124023355.0,5,970.11,49,30241,1,0.0
1713441815,1921685260.0,4,606.1,9,27471,0,0.0
1701088577,19216888140.0,7,619.68,54,5271,1,0.5
1714623745,192168000000.0,6,185.98,82,5928,1,0.0
1715692665,19216892232.0,8,675.18,86,23913,1,1.0
1724214613,347910446.0,5,828.67,32,17180,1,0.0
1719300882,192168000000.0,4,7.51,92,6393,1,0.0
1711302111,14518795114.0,7,356.56,43,43796,1,0.5
1714050194,1921681722.0,4,813.53,42,6259,0,0.5
1717844059,19216895145.0,4,763.56,74,5534,1,0.0
1707512021,192168000000.0,4,807.05,31,19797,1,0.0
1721164717,19216825140.0,5,89989.12,70,21050,1,0.0
1708682399,1921688861.0,6,258.43,41,20945,0,0.5
1705287112,19216825056.0,6,942.52,40,29848,1,0.0
1722764323,200250000000.0,7,471.55,72,3517,1,0.0
1706753060,192168000000.0,6,79.23,100,320,1,0.0
1718221586,1921688517.0,4,981.02,63,33498,1,0.0
1716448530,192168000000.0,8,399.27,80,3099,1,0.5
1724877401,20759178.0,7,82851.84,58,13477,1,0.0
1725238002,19216865204.0,5,916.85,81,15706,1,0.0
1705992540,1388812421.0,6,989.36,42,38589,1,0.0
1701840658,19216882242.0,5,501.78,97,44298,1,0.0
1701252771,19216850222.0,8,266.24,94,30780,1,0.0
1712533795,1921681522.0,3,78.97,48,29330,1,0.0
1721587581,1059621721.0,7,46.27,51,26189,1,0.0
1720800471,4116017298.0,4,573.52,94,45117,1,0.0
1708761592,1921683138.0,6,692.73,32,17404,1,0.0
1723399814,192168000000.0,4,603.75,84,31475,1,0.5
1706702209,192168223.0,7,212.98,16,35505,1,0.0
1709685634,2556387154.0,6,991.79,23,33653,1,0.5
1707636770,19216876227.0,4,337.44,53,39887,1,0.0
1723305012,19216824665.0,4,758.41,75,22383,1,0.0
1705399583,97126253232.0,4,76544.0,93,4368,1,0.0
1719366435,2322128430.0,6,866.91,97,4931,1,1.0
1722836301,8641219144.0,4,61.63,40,24218,1,0.0
1711638907,192168000000.0,6,7.53,17,13873,0,0.0
1706505537,19216855232.0,7,220.05,77,4238,1,0.5
1726874983,1921686784.0,4,842.48,72,1189,1,0.0
1730058136,192168000000.0,5,756.03,8,6148,1,0.0
1702146533,19216870160.0,4,13.47,42,33591,1,0.0
1712745560,192168000000.0,7,737.05,93,25663,1,0.0
1717378924,19216812209.0,11,964.44,68,35299,1,0.5
1711623001,41349970.0,7,266.93,64,17197,1,0.0
1715040028,19216845171.0,4,135.49,45,23959,1,0.0
1708130720,192168000000.0,7,384.48,6,8999,1,0.0
1727934407,19216819189.0,5,404.16,19,9192,1,0.0
1703585721,192168476.0,3,577.89,98,5627,0,0.0
1707687398,192168000000.0,7,467.92,72,11689,1,0.5
1732405781,31125146114.0,6,350.84,22,21501,1,0.0
1730493699,23210853225.0,7,587.59,80,40031,1,0.0
1704107879,192168000000.0,5,83568.64,66,49978,1,0.0
1702689399,14537221.0,5,14376.96,8,2793,1,0.0
1720460844,192168000000.0,9,545.07,92,43537,1,0.5
1717914784,93925147.0,8,878.35,20,12486,1,0.0
1719720337,192168000000.0,6,772.16,83,26411,1,0.0
1707341617,9521410588.0,8,261.99,29,30691,1,0.5
1731854594,19216813242.0,7,614.66,79,44128,1,0.0
1710820202,205219000000.0,6,519.47,4,42632,1,0.5
1703035677,10471167183.0,5,79616.0,49,21960,1,0.0
1702686556,19216824741.0,5,256.42,2,46054,1,1.0
1730366439,19216824599.0,9,776.94,64,9820,1,1.0
1703176305,2694102100.0,5,441.7,100,47330,1,0.0
1708383230,24810715182.0,9,949.81,18,9212,1,0.5
1730217380,19216852171.0,8,215.82,11,20325,1,0.0
1722310965,583110548.0,9,670.84,16,29336,1,0.0
1725278621,19216819645.0,7,296.89,63,11553,1,0.0
1725463132,19216818257.0,7,437.82,62,47433,1,0.0
1707431493,227144000000.0,8,6860.8,94,827,1,0.0
1705162804,19216825275.0,6,412.09,41,39253,1,0.0
1701938171,1921681088.0,6,93276.16,90,2904,1,0.5
1719412324,15117220134.0,5,486.59,26,49710,1,0.5
1721701536,19216812327.0,4,86599.68,48,16817,1,0.0
1722141493,192168000000.0,4,352.33,9,13581,1,1.0
1720560129,19216821929.0,3,496.83,86,49423,1,0.5
1711449448,21418254204.0,7,195.78,45,40839,1,0.0
1711728085,192168000000.0,4,53872.64,30,35912,1,0.0
1714012298,19216813205.0,4,53329.92,31,1779,1,0.0
1715792450,192168000000.0,6,895.83,58,40418,0,0.0
1730864713,1921689867.0,6,374.49,24,26974,1,0.0
1717876001,1054769152.0,6,675.17,16,39411,1,0.0
1710160072,192168000000.0,5,490.25,32,28209,0,0.0
1731274739,19216890204.0,5,937.63,31,30676,1,0.5
1708640777,19216812852.0,6,80107.52,57,44311,1,0.5
1721250082,192168000000.0,3,324.72,68,2381,1,0.0
1717413292,19216844220.0,6,80834.56,71,2481,1,0.0
1723055741,4718822844.0,4,838.62,27,27848,1,0.0
1704640090,192168000000.0,7,937.11,62,43886,1,0.0
1718630522,192168000000.0,5,194.42,10,15927,0,0.5
1726568019,192168000000.0,7,118.75,59,11556,1,0.0
1713133368,1461814860.0,2,479.96,60,46466,1,0.0
1711273024,19216855159.0,3,935.97,6,49195,1,0.0
1711074943,19415813295.0,7,570.63,54,22833,1,0.0
1703054283,19216886135.0,4,133.12,24,9408,1,0.0
1701582084,19216811566.0,4,41390.08,60,43770,1,0.0
1709563816,139245000000.0,6,956.46,80,9755,1,0.0
1717065117,19216873144.0,8,348.46,14,8062,1,0.0
1714255665,246162000000.0,4,53.24,27,22527,1,0.0
1721309179,19216821714.0,8,39.98,5,1461,1,1.0
1725104401,19216817521.0,8,787.56,6,8320,1,0.0
1703232154,19216818937.0,9,557.71,22,25291,1,0.5
1705369237,192168000000.0,6,303.36,17,26621,1,0.0
1727712477,192168000000.0,4,979.49,42,22511,0,0.0
1713984018,19216883119.0,9,269.71,3,19795,1,0.0
1718491682,1921684072.0,7,58961.92,63,12867,1,0.0
1731802065,181145000000.0,7,49797.12,82,18981,1,0.0
1720276895,192168000000.0,9,438.17,27,12915,1,0.0
1729334573,19216872217.0,4,85.75,55,18697,1,0.5
1716514918,19216874119.0,7,578.74,18,31837,1,0.0
1709533894,192168000000.0,6,160.63,4,12910,1,0.0
1702268572,12216013328.0,3,432.11,72,4484,1,0.0
1706211992,1381142238.0,5,729.26,18,13651,1,0.5
1714308778,19216818877.0,6,842.47,5,47243,1,1.0
1724365706,192168000000.0,8,906.12,96,7815,1,1.0
1724476164,1921681075.0,4,330.52,86,11848,1,0.0
1722697012,3725513152.0,5,85.3,7,31559,1,0.0
1731975633,192168000000.0,7,50718.72,7,40506,1,0.0
1713530737,192168000000.0,6,571.59,97,19606,0,0.0
1728881444,19216818148.0,10,301.57,45,22400,1,0.0
1721479221,46205190251.0,5,481.31,69,36052,1,0.5
1719383865,3991216165.0,8,58306.56,38,24946,1,0.0
1727100631,192168000000.0,5,645.97,70,45549,0,0.0
1728678681,19216823057.0,4,378.29,91,28155,1,0.0
1722320194,19216812647.0,6,769.32,45,11721,1,0.0
1707068985,19216820080.0,11,900.67,65,3531,1,1.0
1731858709,192168000000.0,10,607.49,74,35526,1,0.0
1726861548,192168000000.0,7,687.16,53,13490,1,0.0
1726571794,19216811611.0,9,680.64,79,19072,1,0.0
1724128873,192168000000.0,4,50657.28,8,16407,1,0.0
1718596677,192168000000.0,4,497.96,85,15413,1,0.5
1701528647,19216882202.0,7,323.62,28,6024,1,0.0
1722183433,192168000000.0,6,672.5,35,27606,1,0.5
1721929205,192168328.0,3,605.47,96,44507,0,0.0
1712029599,19216817103.0,3,494.3,17,45742,1,0.0
1706974084,23788240250.0,5,32.23,31,27449,1,0.0
1722911505,19216891220.0,7,870.55,78,1084,1,0.0
1712338042,192147000000.0,7,944.32,87,19159,1,0.5
1732173572,19216811737.0,9,55644.16,35,2530,1,0.0
1722132282,1921685959.0,4,263.49,48,1955,1,0.5
1722766846,6979204221.0,4,164.57,61,32671,1,0.0
1712499251,1971344201.0,7,94330.88,14,38000,1,0.0
1720604193,192168000000.0,6,237.94,82,45206,0,0.5
1703932431,19216821169.0,6,451.53,64,10636,1,0.5
1709010931,19216814663.0,8,510.07,76,4834,1,0.0
1706347875,1921687541.0,7,580.31,46,15104,1,0.0
1719904727,401736431.0,6,979.25,79,20142,1,0.0
1714391876,19216810130.0,6,98805.76,9,28683,1,0.0
1716161905,1921689274.0,4,66304.0,100,3310,1,0.0
1710776926,451183545.0,6,67.7,50,29609,1,0.0
1724732746,19216853164.0,2,92.44,28,26783,1,0.5
1718423173,9247210220.0,10,712.41,32,30078,1,1.0
1706360642,192168000000.0,12,35072.0,27,32115,1,0.0
1711551717,19216862121.0,7,3.43,99,14869,1,0.0
1713371586,19660176173.0,6,466.29,44,20373,1,0.5
1708355631,124153000000.0,7,18944.0,51,10366,1,0.0
1722876854,1089110044.0,9,567.38,36,28339,1,0.0
1730867665,192168000000.0,9,61368.32,37,2396,1,0.0
1719512629,192168000000.0,8,70.45,11,10532,1,0.0
1731495065,192168000000.0,4,528.87,59,43136,0,0.0
1706161697,19216888246.0,4,261.99,20,40247,1,0.0
1709544489,221167000000.0,4,994.91,93,36110,1,0.0
1724535592,1921688620.0,8,126.77,8,16885,1,0.0
1710433124,1921683152.0,7,195.04,36,15032,1,0.0
1706881074,1921682523.0,7,70205.44,77,6662,1,0.0
1715515681,2082221795.0,6,500.98,9,46561,1,0.5
1725975234,74165183253.0,10,497.32,20,18494,1,0.0
1715964241,192168000000.0,7,423.83,51,147,1,0.0
1705329244,192168000000.0,3,482.92,21,37044,0,0.0
1703296532,192168000000.0,5,93521.92,17,41728,1,0.0
1716146295,192168000000.0,6,864.15,90,7331,1,0.0
1703010999,192168000000.0,3,119.91,63,31874,1,0.0
1708767631,19216810779.0,12,224.61,83,34807,1,0.0
1717921087,19216811513.0,4,97372.16,1,29775,1,0.5
1719326407,19216848126.0,5,543.68,53,6807,0,0.0
1711036295,19216814114.0,5,824.42,43,46673,0,0.5
1711647758,19216853130.0,5,176.6,44,10791,0,0.0
1711194324,192168000000.0,7,967.42,25,24847,1,0.0
1707133015,192168000000.0,6,252.79,43,19035,0,0.0
1727392700,192168000000.0,3,214.43,9,1395,1,0.5
1721243324,15447179126.0,6,856.67,44,47967,1,0.0
1725718403,19216814443.0,7,976.9,49,47086,1,1.0
1728207798,1921682292.0,5,85995.52,61,5162,1,0.0
1712353727,19216863239.0,4,367.77,82,32303,1,0.0
1720261890,19216885173.0,3,101857.28,20,27700,1,1.0
1729337277,192168000000.0,5,192.46,6,40180,1,0.0
1721907728,15014777141.0,6,38451.2,87,14603,1,0.0
1702445665,18712417484.0,1,456.79,83,23340,1,0.0
1721611394,19216819612.0,5,127.7,72,20336,1,0.5
1716587165,47878116.0,5,782.41,87,41731,1,1.0
1716927966,19216819202.0,10,869.02,46,45459,1,0.0
1731117521,1921689988.0,5,863.24,77,39846,1,0.5
1732530484,192168000000.0,7,63150.08,1,33262,1,0.0
1708293285,192168000000.0,6,627.78,96,44664,1,0.5
1704800452,192168000000.0,5,57.56,37,32346,0,0.0
1713607521,4269229113.0,10,382.08,32,27277,1,0.0
1721846482,192168000000.0,5,572.87,60,3100,1,0.0
1720532129,2294323293.0,6,801.96,17,18459,1,0.0
1723514546,19216819494.0,7,138.73,49,46257,1,0.5
1711176525,1041715556.0,6,171.01,25,41092,1,0.0
1713734525,19216846142.0,6,480.63,14,24485,1,0.5
1706157887,19216825497.0,5,828.87,24,35963,1,0.5
1704478846,16615580101.0,7,893.95,27,16886,1,0.0
1727324879,19216861146.0,6,26.34,51,32703,1,0.5
1704471574,19216815674.0,4,51066.88,41,13484,1,0.0
1703954599,192168000000.0,7,45527.04,34,23906,1,0.0
1713788676,19216830185.0,5,778.78,12,1332,0,0.0
1724784157,1921681918.0,3,761.11,50,19039,1,0.5
1728702393,19216823172.0,2,32153.6,52,30086,1,0.0
1712303102,19216848118.0,7,962.56,26,146,1,0.0
1728125074,19216812769.0,7,57.27,40,30662,1,0.0
1726324687,22158102172.0,5,258.33,31,1317,1,0.0
1725583190,19216858206.0,10,167.73,72,27149,1,1.0
1709531392,1921683741.0,10,101.75,84,36686,1,0.0
1712548612,192168000000.0,11,207.97,77,34065,1,0.0
1717215581,161188176.0,4,495.59,85,13619,1,0.0
1707242114,192168000000.0,3,702.06,56,21958,0,0.0
1722647317,1891100162.0,3,144.84,6,19944,1,0.0
1724161888,118183191.0,3,365.5,44,14456,1,0.5
1705363358,19216821201.0,3,719.38,3,28373,1,0.5
1710842486,192168000000.0,3,78940.16,100,42851,1,0.0
1715677761,192168000000.0,8,76462.08,9,40960,1,1.0
1713267522,192168000000.0,8,654.27,90,16436,1,0.0
1720019873,192168000000.0,5,732.52,10,30750,0,0.0
1704913892,192168000000.0,1,459.02,65,49489,1,0.0
1724350241,192168000000.0,6,95.92,47,27550,1,0.0
1724647091,192168000000.0,5,321.4,8,26574,1,0.0
1710106042,19216815559.0,7,526.43,21,29869,1,0.0
